DateTime,Rainfall,Baro,Humidity,Indoor Temp,Indoor Temp_Range (low),Indoor Temp_Range (high),Outside Temp,Outside Temp_Range (low),Outside Temp_Range (high),Month No.,Month Name,Season
2017-09-30 00:00:00,1.0,1007.4,57.0,21.45,20.9,22.0,13.68,11.3,17.1,9,Sep,Autumn
2017-10-01 00:00:00,2.2,1002.2,58.0,21.4,21.2,21.8,15.21,14.0,17.4,10,Oct,Autumn
2017-10-02 00:00:00,0.0,1006.6,59.0,21.54,21.1,22.0,13.94,11.1,16.1,10,Oct,Autumn
2017-10-03 00:00:00,0.0,1016.2,56.0,21.4,20.6,22.4,11.74,8.6,16.9,10,Oct,Autumn
2017-10-04 00:00:00,0.0,1014.9,55.0,20.87,20.1,21.9,12.49,9.5,15.0,10,Oct,Autumn
2017-10-05 00:00:00,1.0,1010.6,56.0,21.34,20.6,22.8,13.32,10.0,17.2,10,Oct,Autumn
2017-10-06 00:00:00,0.0,1019.2,54.0,21.34,20.3,22.3,11.58,7.2,17.6,10,Oct,Autumn
2017-10-07 00:00:00,1.1,1011.5,55.0,21.34,20.6,21.9,13.7,11.7,16.4,10,Oct,Autumn
2017-10-08 00:00:00,0.0,1013.1,55.0,21.81,20.6,23.5,13.6,9.6,21.7,10,Oct,Autumn
2017-10-09 00:00:00,0.0,1013.9,54.0,22.23125,22.2,22.3,13.53125,13.5,13.6,10,Oct,Autumn
